,,PMI Feedback Type,,
,,No PMI,Single PMI,Multiple PMI
PUSCH CQIFeedback Type,Wideband(wideband CQI),Mode 1-0,Mode 1-1,Mode 1-2
,UE Selected(subband CQI),Mode 2-0,,Mode 2-2
,Higher Layer-configured(subband CQI),Mode 3-0,Mode 3-1,Mode 3-2
