Mapped Preamble Index,
"mod( Preamble Index, 2 )=0",First narrowband configured by high layer parameter mpdcch-NarrowbandsToMonitor-r13
"mod( Preamble Index, 2 )=1",Second narrowband configured by high layer parameter mpdcch-NarrowbandsToMonitor-r13
