Conditional Presence,Explanation
2TA,"This field is mandatory present if tag2 is present in the SpCellConfig in ltm-CandidateConfig and unifiedTCI-StateType in the ltm-TCI-Info within LTM-Candidate is set to joint. It is absent, Need R, otherwise."
Joint,"This field is mandatory present, if unifiedTCI-StateType in the ltm-TCI-Info within LTM-Candidate is set to joint. It is absent, Need R, otherwise."
Joint2,"This field is mandatory present if unifiedTCI-StateType in the ltm-TCI-Info within LTM-Candidate is set to joint and ul-powerControl is not configured in any BWP-Uplink-Dedicated of the SpCellConfig in ltm-CandidateConfig. It is absent, Need R, otherwise."
