Conditional Presence,Explanation
SL-RSRP-ThreshU2U,"This field is mandatory present if sl-RSRP-ThreshU2U is included. Otherwise, the field is absent, Need R."
SD-RSRP-ThreshU2U,"This field is mandatory present if sd-RSRP-ThreshU2U is included. Otherwise, the field is absent, Need R."
