SL-IndirectPathAddChange field descriptions
sl-IndirectPathRelayUEIdentityIndicates the L2 source ID of the L2 U2N Relay UE of SL indirect path.
sl-IndirectPathCellIdentityIdentifies the serving cell of the indicated L2 U2N Relay UE.
t421Indicates the timer value of T421 to be used during indirect path addition or change.
