Conditional Presence,Explanation
ThreshHighRelay,"This field is mandatory present if threshHighRelay is included. Otherwise, the field is absent, Need R."
ThreshLowRelay,"This field is mandatory present if threshLowRelay is included. Otherwise, the field is absent, Need R."
