Conditional Presence,Explanation
2Step4Step,"The field is mandatory present if both 2-step random access type and 4-step random access type are configured in the BWP, otherwise the field is not present.The field is mandatory present in msgA-ConfigCommon field in AdditionalRACH-Config if both 2-step random access type and 4-step random access type are configured for the same feature combination in the BWP."
2StepOnlyL139,"The field is mandatory present if msgA-PRACH-RootSequenceIndex L=139 and no 4-step random access type is configured, or if L=571 for FR2-2 and no 4-step random access type is configured, otherwise the field is absent, Need S."
2StepOnly,"The field is mandatory present in msgA-ConfigCommon field in BWP-UplinkCommon if rach-ConfigCommon field is absent in this BWP-UplinkCommon, otherwise the field is optionally present in msgA-ConfigCommon field in BWP-UplinkCommon, Need S.The field is mandatory present in msgA-ConfigCommon field in AdditionalRACH-Config if rach-ConfigCommon field is absent in this AdditionalRACH-Config, otherwise the field is optionally present in msgA-ConfigCommon field in AdditionalRACH-Config, Need S."
AdditionalRACH,"The field is mandatory present if the msgA-ConfigCommon is included in an AdditionalRACH-Config. When included in initialUplinkBWP-RedCap to indicate other feature(s) than redcap, this field is mandatory present with at least two FeatureCombinationPreambles list entries: one list entry indicating only redcap and the other(s) indicating both redcap and one or multiple other feature(s) (e.g. smallData, nsag or msg3-Repetitions).Otherwise, it is optional, Need R."
InitialBWP-Only,"This field is optionally present, Need R, if this BWP is the initial BWP of SpCell. Otherwise, the field is absent."
SharedRO,"The field is mandatory present if the 2-step random access type occasions are shared with 4-step random access type, otherwise the field is not present."
