Conditional Presence,Explanation
L2RelayUE,"For L2 U2N Relay UE, the field is optionally present, Need M. Otherwise, it is absent."
L2RemoteUE,"For L2 U2N Remote UE, the field is optionally present, Need M. Otherwise, it is absent."
L2U2N,"The field is optional present for L2 U2N or L2 U2U Relay UE and L2 U2N or L2 U2U Remote UE, need N. Otherwise, it is absent."
U2URelayUE,"For U2U Relay UE, the field is optionally present, Need M. Otherwise, it is absent."
U2URemoteUE,"For U2U Remote UE, the field is optionally present, Need M. Otherwise, it is absent."
