DefaultDC-Location field descriptions
dlIndicates that the default DC location is derived based on the DL frequencies of the frequency component.
ulIndicates that the default DC location is derived based on the UL frequencies of the frequency component.
ulAndDLIndicates that the default DC location is derived based on the edge most frequencies among any DL and UL frequency components.
