Parameter,,Unit,Value,Comment
PDSCH parameters,,,DL Reference Measurement Channel R.4 FDD,As specified in section A.3.1.1.1
PCFICH/PDCCH/PHICH parameters,,,DL Reference Measurement Channel R.10 FDD,As specified in section A.3.1.2.1
Channel Bandwidth (BWchannel),,MHz,20,Channel bandwidth for cells on primary and secondary component carriers
A2,Threshold RSRP,dBm,-96,Actual RSRP threshold for event A2. Needs to take absolute accuracy tolerance in clause 9.1.11.1 into account plus margin.
Note 1:See Table A.8.16.1.1-1 for other general test parameters.Note 2:This test verifies the RRM requirement which is independent of channel bandwidth and is performed according to the principle defined in section A.3.6.1.,,,,
