Parameter,Unit,Value,Comment
E-UTRA RF Channel Number,,1,UL carrier frequency
Channel Bandwidth (BWchannel),MHz,5 or 10,According to principle defined in clause A.3.12.3
ProSe Direct Communication configuration,,As specified in Table A.3.12.5-1 (Configuration #1),IE values unless specified otherwise in this test.
networkControlledSyncTx,,Not configured,
syncTxThreshIC,dBm/15 kHz,-95,In SIB18
