Parameter,,Unit,Value,Comment
Tx condition,Active cell,,Cell 1,Former PCell
,Neighbour cell,,Cell 2,Former SCell
E-UTRA RF Channel Number,,,1,FDD carrier frequency for Cell 1.
E-UTRA RF Channel Number,,,2,FDD carrier frequency for Cell 2.
Channel Bandwidth (BWchannel),,MHz,10,Channel BW for RF channel 1
Channel Bandwidth (BWchannel),,MHz,10,Channel BW for RF channel 2
PRACH configuration,,,4,As specified in table 5.7.1-2 in TS 36.211
DRX cycle length,,ms,1280,The value shall be used for all cells in the test.
T3,,s,[10],"T3 is started when connection is released.During T3, UE is in idle mode. Cell 1 and Cell 2 are both still detectable by the UE during T3 and prior to the start of period T4.The signal level of Cell 2 for idle mode measurements is changed [500]ms after release of the connection."
