Parameter,Unit,Value,Comment
PDSCH parameters (E-UTRAN FDD),,DL Reference Measurement Channel R.5 FDD,As specified in clause A.3.1.1.1.
PCFICH/PDCCH/PHICH parameters(E-UTRAN FDD),,DL Reference Measurement Channel R.11 FDD,As specified in clause A.3.1.2.1.
E-UTRA Channel Bandwidth (BWchannel),MHz,5,
NOTE 1:See Table A.8.5.1.1-1 for the other parameters.NOTE 2:This test is according to the principle defined in Section A.3.7.2.,,,
