Parameter,Unit,Value,Comment
E-UTRA RF Channel Number,,1,
Channel Bandwidth (BWchannel),MHz,5,
ProSe Direct Discovery resource pool configuration,,As specified in Table A.3.12.4-3(Configuration #3),IE values unless specified otherwise in this test.
networkControlledSyncTx,,Not configured,
syncTxThreshIC,dBm/15 kHz,-95,In SIB19
