Parameter,Unit,Value,Comment
PDSCH parameters,,DL Reference Measurement Channel R.3 TDD,As specified in clause A.3.1.1.2
PCFICH/PDCCH/PHICH parameters,,DL Reference Measurement Channel R.10 TDD,As specified in clause A.3.1.2.2
Channel Bandwidth (BWchannel),MHz,20,
Note 1:See Table A.8.20.2.1-1 for other general test parameters.Note 2:This test verifies the RRM requirement which is independent of channel bandwidth and is performed according to the principle defined in section A.3.6.1.,,,
