Parameter,Unit,Value,Comment
PDSCH parameters,,DL Reference Measurement Channel R.3 FDD (Cell 1),As specified in section A.3.1.1.1
PCFICH/PDCCH/PHICH parameters,,DL Reference Measurement Channel R.6 FDD (Cell 1) DL Reference Measurement Channel R.11 FDD (Cell 2),As specified in section A.3.1.2.1
