Parameter,Unit,Value,Comment
PDSCH parameters,,DL Reference Measurement Channel R.3 TDD,As specified in section A.3.1.1.2
PCFICH/PDCCH/PHICH parameters,,DL Reference Measurement Channel R.10 TDD (cell 1)DL Reference Measurement Channel R.6 TDD (cell 2),As specified in section A.3.1.2.2
