Parameter,Unit,Value,Comment
Channel bandwidth for cells on primary carriers (BWchannel),MHz,10,Channel bandwidth for cells on primary carriers
Channel bandwidth for cells on secondary carriers (BWchannel),MHz,5,Channel bandwidth for cells on secondary carriers
Note 1:See Table A.8.16.2.1-1 for the other general parameters.Note 2:This test verifies the RRM requirement which is independent of channel bandwidth and is performed according to the principle defined in section A.3.6.1.,,,
