Parameter,Unit,Value,Comment
PDSCH parameters,,DL Reference Measurement Channel R.7 FDD (Cell 1),As specified in section A.3.1.1.1
PCFICH/PDCCH/PHICH parameters,,DL Reference Measurement Channel R.11 FDD,As specified in section A.3.1.2.1
