Parameter,Unit,Value,Comment
PDSCH parameters,,DL Reference Measurement Channel R.6 FDD,As specified in section A.3.1.1.1
PCFICH/PDCCH/PHICH parameters,,DL Reference Measurement Channel R.10 FDD,As specified in section A.3.1.2.1
