Parameter,Unit,Value,Comment
Channel bandwidth for cells on primary carrier (BWchannel),MHz,10,Channel bandwidth for cells on primary component carrier
PDSCH parameters for cells on primary carriers,,DL Reference Measurement Channel R.3 FDD,As specified in section A.3.1.1.1
PCFICH/PDCCH/PHICH parameters for cells on primary carriers,,DL Reference Measurement Channel R.6 FDD,As specified in section A.3.1.2.1
Channel bandwidth for cells on secondary carriers (BWchannel),MHz,5,Channel bandwidth for cells on secondary component carrier
PCFICH/PDCCH/PHICH parameters for cells on secondary carrier,,DL Reference Measurement Channel R.11 FDD,As specified in section A.3.1.2.1
Note 1: See Table A.8.16.3.1-1 for other general test parameters.Note 2:This test verifies the RRM requirement which is independent of channel bandwidth and is performed according to the principle defined in section A.3.6.1.,,,
