Parameter,,Unit,Value,Comment
E-UTRA RF Channel Number,,,1,One radio channel is used for this test
Active cell,,,Cell 1,
Neighbour cell,,,Cell 2,Cell to be identified.
CP length,,,Normal,
DRX,,,OFF,
A3,Offset,dB,-8,
,Hysteresis,dB,0,
,Time To Trigger,s,0,
Filter coefficient,,,0,L3 filtering is not used
Gap pattern ID,,,0,As specified in TS 36.133 clause 8.1.2.1.
T1,,s,5,
T2,,s,≤325,
