i,Higher-layer parameter CodebookTypeUL,,,,,,,
,codebook1,,codebook2,,codebook3,,codebook4,
,antenna port group,fi,antenna port group,fi,antenna port group,fi,antenna port group,fi
0,0,0,0,0,0,0,0,0
1,,1,,1,,4,1,1
2,,2,,4,1,1,2,2
3,,3,,5,,5,3,3
4,,4,1,2,2,2,4,4
5,,5,,3,,6,5,5
6,,6,,6,3,3,6,6
7,,7,,7,,7,7,7
