TPMI index,Intermediate precoder matrix W'
0 – Δν-1,"where column  of , denoted , has an element 1 on the row corresponding to the port  on which layer  is to be transmitted, and element 0 in all other rows, ,, where  if a layer is to be transmitted on port  and  otherwise, and  for , where  is defined by Table 5.2.2.2.5-4 of [6, TS 38.214].  TPMI indices  to  are mapped to values of , first by increasing values of the number of transmitted layers, and then by increasing values of  for a given number of layers.W'=122[ep0…epν-1]iW'eipiipi<pi+1L=p=07δ(p)2pδp=1pδp=0Δz=k=1zC(8,k)z≥1Cx,y0Δν-1LL"
255,12211111111
256,1221100110000110011
257,122100100010001100100010001
258,12210000100001000011000010000100001
