Preamble format,Supported uplink-downlink configurations,,,,,
0,"1, 2, 3, 4, 5",2,4,1,4768Ts,
1,"1, 4",2,4,2,,
2,3,2,4,4,,
0-a,"1, 2, 3, 4, 5",3,6,1,,
1-a,"1, 4",3,6,2,,
