SL-DiscSysInfoReport field descriptions
carrierFreqInfoIndicates the frequency of the cell from which the UE acquired the system information relevant for discovery
cellIdentityIndicated the identity of the cell from which the UE acquired the system information relevant for discovery
plmn-IdentityListIndicates the list of PLMN identity of the cell from which the UE acquired the system information relevant for discovery
