Name,Value,Semantics description,Ver
preconfigSync>syncTxParameters>>alpha,0,,
preconfigComm>sc-TxParameters>>alpha>dataTxParameters>>alpha,00,,
v2x-CommPreconfigSync>syncTxParameters>>alpha,0,,
"v2x-CommTxPoolList, p2x-CommTxPoolList>dataTxParameters>>alpha",0,,
