Nr of Band Entries:,5,4,3
Length of Bit-String:,15,7,3
Bit String Position,"Cell grouping option (0= first cell group, 1= second cell group)",,
1,00001,0001,001
2,00010,0010,010
3,00011,0011,011
4,00100,0100,
5,00101,0101,
6,00110,0110,
7,00111,0111,
8,01000,,
9,01001,,
10,01010,,
11,01011,,
12,01100,,
13,01101,,
14,01110,,
15,01111,,
