RLC-Config field descriptions
"dl-extended-RLC-LI-Field, ul-extended-RLC-LI-FieldIndicates the RLC LI field size. Value TRUE means that 15 bit LI length shall be used, otherwise 11 bit LI length shall be used; see TS 36.322 [7]. E-UTRAN enables this field only when RLC-Config (without suffix) is set to am."
"maxRetxThresholdParameter for RLC AM in TS 36.322 [7]. Value t1 corresponds to 1 retransmission, t2 to 2 retransmissions and so on."
"reestablishRLCIndicates that RLC shall be re-established. For a UE configured with (NG)EN-DC, E-UTRAN may include this field for the (primary) RLC entity of an MCG RLC bearer of a DRB (used upon change from SN terminated split to MN terminated MCG RLC bearer). For a UE configured with NE-DC, E-UTRAN may include this field for the (primary) RLC entity of an SCG RLC bearer of a DRB or of an SRB (used upon key refresh for MN terminated split RB)."
"pollByteParameter for RLC AM in TS 36.322 [7]. Value kB25 corresponds to 25 kBytes, kB50 to 50 kBytes and so on. kBInfinity corresponds to an infinite amount of kBytes. In case pollByte-r14 is signalled, the UE shall ignore pollByte (i.e. without suffix)."
"pollPDUParameter for RLC AM in TS 36.322 [7]. Value p4 corresponds to 4 PDUs, p8 to 8 PDUs and so on. pInfinity corresponds to an infinite number of PDUs. In case pollPDU-r13 is signalled, the UE shall ignore pollPDU (i.e. without suffix). E-UTRAN enables pollPDU-v1310 field only when RLC-Config (without suffix) is set to am."
rlc-OutOfOrderDeliveryIndicates that out-of-order delivery from RLC to PDCP is configured for this RLC entity as specified in TS 36.322 [7].
"sn-FieldLengthIndicates the UM RLC SN field size, see TS 36.322 [7], in bits. Value size5 means 5 bits, size10 means 10 bits."
"t-PollRetransmitTimer for RLC AM in TS 36.322 [7], in milliseconds. Value ms5 means 5ms, ms10 means 10ms and so on. EUTRAN configures values msX-v1310 (with suffix) only if UE supports CE."
"t-ReorderingTimer for reordering in TS 36.322 [7], in milliseconds. Value ms0 means 0ms and behaviour as specified in 7.3.2 applies, ms5 means 5ms and so on."
"t-ReorderingExtTimer for reordering in TS 36.322 [7], in milliseconds. Value ms2200 corresponds to 2200 ms, value ms3200 corresponds to 3200 ms.The UE shall use the extended value t-ReorderingExt-r17, if present, and ignore the value signaled by t-Reordering or t-Reordering-r15."
"t-StatusProhibitTimer for status reporting in TS 36.322 [7], in milliseconds. Value ms0 means 0ms and behaviour as specified in 7.3.2 applies, ms5 means 5ms and so on. EUTRAN configures values msX-v1310 (with suffix) only if UE supports operation in CE."
"ul-extended-RLC-AM-SN, dl-extended-RLC-AM-SNIndicates whether or not the UE shall use the extended SN and SO length for AM bearer. Value TRUE means that 16 bit SN length and 16 bit SO length shall be used, otherwise 10 bit SN length and 15 bit SO length shall be used; see TS 36.322 [7]."
