Parameter,,,Unit,,Value,
,,,,,Test 1,
DL dedicated BWP configuration,"Config 1, 2, 3, 4, 5, 6",,,DLBWP.1.2,,
UL dedicated BWP configuration,"Config 1, 2, 3, 4, 5, 6",,,ULBWP.1.2,,
