Config,Description
1,"LTE FDD, NR PSCell 15 kHz SSB SCS, =10 MHz bandwidth, TDD duplex mode, NR SCell 15 kHz SSB SCS, =10 MHz bandwidth, FDD duplex mode"
2,"LTE FDD, NR PSCell 15 kHz SSB SCS, =10 MHz bandwidth, TDD duplex mode, NR SCell 15 kHz SSB SCS, =10 MHz bandwidth, TDD duplex mode"
3,"LTE FDD, NR PSCell 30 kHz SSB SCS, =40 MHz bandwidth, TDD duplex mode, NR SCell 30 kHz SSB SCS, =40 MHz bandwidth, TDD duplex mode"
4,"LTE TDD, NR PSCell 15 kHz SSB SCS, =10 MHz bandwidth, TDD duplex mode, NR SCell 15 kHz SSB SCS, =10 MHz bandwidth, FDD duplex mode"
5,"LTE TDD, NR PSCell 15 kHz SSB SCS, =10 MHz bandwidth, TDD duplex mode, NR SCell 15 kHz SSB SCS, =10 MHz bandwidth, TDD duplex mode"
6,"LTE TDD, NR PSCell 30 kHz SSB SCS, =40 MHz bandwidth, TDD duplex mode, NR SCell 30 kHz SSB SCS, =40 MHz bandwidth, TDD duplex mode"
Note 1:The UE is only required to be tested in one of the supported test configurations,
