Parameter,Unit,Test configuration,Value,Comment
RF Channel Number,,"Config 1,2,3, 4, 5, 6, 7, 8, 9","1, 2, 3",Three radio channels are used for this test.
Active cell,,"Config 1,2,3, 4, 5, 6, 7, 8, 9",Cell 1: E-UTRAN PCellCell 2: FR1 PSCellCell 3: FR1 SCell,E-UTRAN PCell on RF channel number 1FR1 PSCell on RF channel number 2FR1 SCell on RF channel number 3
CP length,,"Config 1,2,3, 4, 5, 6, 7, 8, 9",Normal,
DRX,,"Config 1,2,3, 4, 5, 6, 7, 8, 9",OFF,
Measurement gap pattern Id,,"Config 1,2,3, 4, 5, 6, 7, 8, 9",OFF,
Filter coefficient,,"Config 1,2,3, 4, 5, 6, 7, 8, 9",0,L3 filtering is not used
T1,s,"Config 1,2,3, 4, 5, 6, 7, 8, 9",5,
T2,s,"Config 1,2,3, 4, 5, 6, 7, 8, 9",5,
T3,s,"Config 1,2,3, 4, 5, 6, 7, 8, 9",5,
