Definitions for parameters,Per,M,FDD-TDD DIFF,FR1-FR2 DIFF
"ptm-Retransmission-r18Indicates whether the UE supports starting drx-HARQ-RTT-TimerDL-PTM, drx-RetransmissionTimerDL-PTM and (if UE supports harq-RTT-TimerDL-ForNTN-MulticastMBS-r17) HARQ-RTT-TimerDL-PTM-NTN during multicast reception in RRC_CONNECTED state as specified in TS 38.321 [8], when HARQ feedback is disabled for the UE.For TN, the UE shall set the capability value consistently for all FDD-FR1 bands, all TDD-FR1 bands and all TDD-FR2 bands. For NTN, UE shall set the capability value consistently for all FDD-FR1 NTN bands and all FDD-FR2 NTN bands respectively.A UE supporting this feature shall also indicate support of dynamicMulticastPCell-r17, and at least one of the following features:-ack-NACK-FeedbackForMulticast-r17-ack-NACK-FeedbackForSPS-Multicast-r17-nack-OnlyFeedbackForMulticast-r17-nack-OnlyFeedbackForSPS-Multicast-r17",Band,No,N/A,N/A
"ptm-RetransmissionInactive-r18Indicates whether the UE supports receiving PTM retransmission by starting the drx-HARQ-RTT-TimerDL-PTM and drx-RetransmissionTimerDL-PTM (the drx-HARQ-RTT-TimerDL-PTM-NTN and drx-RetransmissionTimerDL-PTM in NTN) during multicast reception in RRC_INACTIVE as specified in TS 38.321 [8]. For TN, the UE shall set the capability value consistently for all FDD-FR1 bands, all TDD-FR1 bands and all TDD-FR2 bands. For NTN, UE shall set the capability value consistently for all FDD-FR1 NTN bands and all FDD-FR2 NTN bands respectively. A UE supporting this feature shall also indicate support of multicastInactive-r18.",Band,No,N/A,N/A
