Definitions for parameters,Per,M,FDD-TDDDIFF,FR1-FR2DIFF
eventA-MeasAndReportIndicates whether the IAB-MT supports NR measurements and events A triggered reporting as specified in TS 38.331 [9].,IAB-MT,Yes,Yes,No
handoverInterFIndicates whether the IAB-MT supports inter-frequency HO. It indicates the support for inter-frequency HO from the corresponding duplex mode if this capability is included in fdd-Add-UE-NR-Capabilities or tdd-Add-UE-NR-Capabilities. It indicates the support for inter-frequency HO from the corresponding frequency range if this capability is included in fr1-Add-UE-NR-Capabilities or fr2-Add-UE-NR-Capabilities.,IAB-MT,No,Yes,Yes
mfbi-IAB-r16Indicates whether the IAB-MT supports multiple frequency band indication.,IAB-MT,No,No,No
intraAndInterF-MeasAndReportIndicates whether the IAB-MT supports NR intra-frequency and inter-frequency measurements and at least periodical reporting.,IAB-MT,Yes,Yes,No
