Definitions for parameters,Per,M,FDD-TDDDIFF,FR1-FR2DIFF
"handoverIntraF-IAB-r16Indicates whether the IAB-MT supports intra-frequency HO. It indicates the support for intra-frequency HO from the corresponding duplex mode if this capability is included in fdd-Add-UE-NR-Capabilities or tdd-Add-UE-NR-Capabilities. It indicates the support for intra-frequency HO in the corresponding frequency range if this capability is included in fr1-Add-UE-NR-Capabilities or fr2-Add-UE-NR-Capabilities.IAB-MT shall set the capability value consistently for all FDD-FR1 bands, all TDD-FR1 bands and all TDD-FR2 bands respectively.",Band,No,N/A,N/A
multipleTCIIndicates whether IAB-MT supports more than one TCI state configurations per CORESET. UE is only required to track one active TCI state per CORESET. UE is required to support minimum between 64 and number of configured TCI states indicated by tci-StatePDSCH.,Band,No,N/A,N/A
rasterShift7dot5-IAB-r16Indicates whether the IAB-MT supports 7.5kHz UL raster shift in the indicated band.,Band,No,N/A,N/A
