Definitions for parameters,Per,M,FDD-TDDDIFF,FR1-FR2DIFF
bh-RLF-DetectionRecovery-Indication-r17Indicates whether the IAB-MT supports BH RLF detection indication and BH RLF recovery indication handling as specified in TS 38.340 [23],IAB-MT,No,No,No
bh-RLF-Indication-r16Indicates whether the IAB-MT supports BH RLF indication handling as specified in TS 38.331 [9] and in TS 38.340 [23],IAB-MT,No,No,No
directSN-AdditionFirstRRC-IAB-r16Indicates whether the IAB-MT supports direct SN addition in the first RRC connection reconfiguration after RRC connection establishment.,IAB-MT,No,No,No
