Definitions for parameters,Per,M,FDD-TDDDIFF,FR1-FR2DIFF
"sdap-HeaderNCR-r18Indicates whether the NCR-MT supports UL SDAP header and SDAP End-marker, as specified in TS 37.324 [25].",NCR-MT,No,No,No
"sdap-QOS-NCR-r18Indicates whether the NCR-MT supports flow-based QoS and multiple flows to 1 DRB mapping, as specified in TS 37.324 [25].",NCR-MT,No,No,No
