Reported Value,Measured Quantity Value,Unit
RX-TX_000000,-985024 > RX-TX,Tc
RX-TX_000001,-985024  RX-TX < -985022,Tc
RX-TX_000002,-985022  RX-TX < -985020,Tc
,,…
RX-TX_492511,-4  RX-TX < -2,Tc
RX-TX_492512,-2  RX-TX  0,Tc
RX-TX_492513,0 < RX-TX  2,Tc
RX-TX_492514,2 < RX-TX  4,Tc
RX-TX_492515,4 < RX-TX  6,Tc
…,…,…
RX-TX_985024,985022 < RX-TX  985024,Tc
RX-TX_985025,985024 < RX-TX,Tc
