Reported Quantity Value,Measured Quantity Value,Unit
UL_RTOA_00000000,-985024 > UL_RTOA,Tc
UL_RTOA_00000001,-985024  UL_RTOA < -985023.9688,Tc
UL_RTOA_00000002,-985023.9688  UL_RTOA < -985023.9375,Tc
,,…
UL_RTOA_31520768,-0.0312  UL_RTOA < 0,Tc
UL_RTOA_31520769,0  UL_RTOA < 0.0312,Tc
…,…,…
UL_RTOA_63041535,985023.9375  UL_RTOA < 985023.9688,Tc
UL_RTOA_63041536,985023.9688  UL_RTOA < 985024,Tc
UL_RTOA_63041537,985024  UL_RTOA,Tc
