Reported Quantity Value,Measured Quantity Value,Unit
UL_RTOA_0000000,-985024 > UL_RTOA,Tc
UL_RTOA_0000001,-985024  UL_RTOA < -985023.9375,Tc
UL_RTOA_0000002,-985023.9375  UL_RTOA < -985023.875,Tc
,,…
UL_RTOA_15760384,-0.0625  UL_RTOA < 0,Tc
UL_RTOA_15760385,0  UL_RTOA < 0.0625,Tc
…,…,…
UL_RTOA_31520767,985023.875  UL_RTOA < 985023.9375,Tc
UL_RTOA_31520768,985023.9375  UL_RTOA < 985024,Tc
UL_RTOA_31520769,985024  UL_RTOA,Tc
