Reported Value,Measured Quantity Value,Unit
UL_RTOA_00000,-985024 > UL_RTOA,Tc
UL_RTOA_00001,-985024  UL_RTOA < -984992,Tc
UL_RTOA_00002,-984992  UL_RTOA < -984960,Tc
,,…
UL_RTOA_30781,-64  UL_RTOA < -32,Tc
UL_RTOA_30782,-32  UL_RTOA  0,Tc
UL_RTOA_30783,0 < UL_RTOA  32,Tc
UL_RTOA_30784,32 < UL_RTOA  64,Tc
UL_RTOA_30785,64 < UL_RTOA  96,Tc
…,…,…
UL_RTOA_61564,984992 < UL_RTOA  985024,Tc
UL_RTOA_61565,985024 < UL_RTOA,Tc
