Reported Quantity Value,Measured Quantity Value,Unit
UL_RTOA_000000000,-985024 > UL_RTOA,Tc
UL_RTOA_000000001,-985024  UL_RTOA < -985023.9844,Tc
UL_RTOA_000000002,-985023.9844  UL_RTOA < -985023.9688,Tc
,,…
UL_RTOA_063041536,-0.0156  UL_RTOA < 0,Tc
UL_RTOA_063041537,0  UL_RTOA < 0.0156,Tc
…,…,…
UL_RTOA_126083071,985023.9688  UL_RTOA < 985023.9844,Tc
UL_RTOA_126083072,985023.9844  UL_RTOA < 985024,Tc
UL_RTOA_126083073,985024  UL_RTOA,Tc
