Reported Value,Measured Quantity Value,Unit
UL_RTOA_000000,-985024 > UL_RTOA,Tc
UL_RTOA_000001,-985024  UL_RTOA < -985022,Tc
UL_RTOA_000002,-985022  UL_RTOA < -985020,Tc
,,…
UL_RTOA_492511,-4  UL_RTOA < -2,Tc
UL_RTOA_492512,-2  UL_RTOA  0,Tc
UL_RTOA_492513,0 < UL_RTOA  2,Tc
UL_RTOA_492514,2 < UL_RTOA  4,Tc
UL_RTOA_492515,4 < UL_RTOA  6,Tc
…,…,…
UL_RTOA_985024,985022 < UL_RTOA  985024,Tc
UL_RTOA_985025,985024 < UL_RTOA,Tc
