Reported Value,Measured Quantity Value,Unit
SRS_TDCT_000000,-985024 > SRS-TDCT,Tc
SRS_TDCT_000001,-985024 ≤ SRS-TDCT < -985008,Tc
SRS_TDCT_000002,-985008 ≤ SRS-TDCT < -984992,Tc
…,…,…
SRS_TDCT_061563,-32 ≤ SRS-TDCT < -16,Tc
SRS_TDCT_061564,-16 ≤ SRS-TDCT ≤ 0,Tc
SRS_TDCT_061565,0 < SRS-TDCT ≤ 16,Tc
SRS_TDCT_061566,16 < SRS-TDCT ≤ 32,Tc
SRS_TDCT_061567,32 < SRS-TDCT ≤ 48,Tc
…,…,…
SRS_TDCT_123128,985008 < SRS-TDCT ≤ 985024,Tc
SRS_TDCT_123129,985024 < SRS-TDCT,Tc
