Reported Value,Measured Quantity Value,Unit
RX-TX_0000,-985024 > RX-TX,Tc
RX-TX_0001,-985024  RX-TX < -984992,Tc
RX-TX_0002,-984992  RX-TX < -984960,Tc
,,…
RX-TX_30781,-64  RX-TX < -32,Tc
RX-TX_30782,-32  RX-TX  0,Tc
RX-TX_30783,0 < RX-TX  32,Tc
RX-TX_30784,32 < RX-TX  64,Tc
RX-TX_30785,64 < RX-TX  96,Tc
…,…,…
RX-TX_61564,984992 < RX-TX  985024,Tc
RX-TX_61565,985024 < RX-TX,Tc
