Reported value,Measured quantity value,Unit
TIME_ADVANCE_00,TADV  128,Tc
TIME_ADVANCE_01,128  TADV < 256,Tc
TIME_ADVANCE_02,256  TADV < 384,Tc
…,…,…
TIME_ADVANCE_2046,261888  TADV < 262016,Tc
TIME_ADVANCE_2047,262016  TADV < 262144,Tc
TIME_ADVANCE_2048,262144  TADV < 262656,Tc
TIME_ADVANCE_2049,262656  TADV < 263168,Tc
…,…,…
TIME_ADVANCE_7688,3149824  TADV < 3150336,Tc
TIME_ADVANCE_7689,3150336  TADV < 3150848,Tc
TIME_ADVANCE_7690,3150848  TADV,Tc
