Reported Value,Measured Quantity Value,Unit
RX-TX_000000,-985024 > RX-TX,Tc
RX-TX_000001,-985024  RX-TX < -985008,Tc
RX-TX_000002,-985008  RX-TX < -984992,Tc
,,…
RX-TX_061563,-32  RX-TX < -16,Tc
RX-TX_061564,-16  RX-TX  0,Tc
RX-TX_061565,0 < RX-TX  16,Tc
RX-TX_061566,16 < RX-TX  32,Tc
RX-TX_061567,32 < RX-TX  48,Tc
…,…,…
RX-TX_123128,985008 < RX-TX  985024,Tc
RX-TX_123129,985024 < RX-TX,Tc
