Reported Value,Measured Quantity Value,Unit
RX-TX_000000,-985024 > RX-TX,Tc
RX-TX_000001,-985024  RX-TX < -985020,Tc
RX-TX_000002,-985020  RX-TX < -985018,Tc
,,…
RX-TX_246255,-8  RX-TX < -4,Tc
RX-TX_246256,-4  RX-TX  0,Tc
RX-TX_246257,0 < RX-TX  4,Tc
RX-TX_246258,4 < RX-TX  8,Tc
RX-TX_246259,8 < RX-TX  12,Tc
…,…,…
RX-TX_492512,985020 < RX-TX  985024,Tc
RX-TX_492513,985024 < RX-TX,Tc
