Reported Value,Measured Quantity Value,Unit
UL_RTOA_000000,-985024 > UL_RTOA,Tc
UL_RTOA_000001,-985024  UL_RTOA < -985016,Tc
UL_RTOA_000002,-985016  UL_RTOA < -985008,Tc
,,…
UL_RTOA_123127,-16  UL_RTOA < -8,Tc
UL_RTOA_123128,-8  UL_RTOA  0,Tc
UL_RTOA_123129,0 < UL_RTOA  8,Tc
UL_RTOA_123130,8 < UL_RTOA  16,Tc
UL_RTOA_123131,16 < UL_RTOA  24,Tc
…,…,…
UL_RTOA_246256,985016 < UL_RTOA  985024,Tc
UL_RTOA_246257,985024 < UL_RTOA,Tc
