Reported Value,Measured Quantity Value,Unit
UL_RTOA_000000,-985024 > UL_RTOA,Tc
UL_RTOA_000001,-985024  UL_RTOA < -985008,Tc
UL_RTOA_000002,-985008  UL_RTOA < -984992,Tc
,,…
UL_RTOA_061563,-32  UL_RTOA < -16,Tc
UL_RTOA_061564,-16  UL_RTOA  0,Tc
UL_RTOA_061565,0 < UL_RTOA  16,Tc
UL_RTOA_061566,16 < UL_RTOA  32,Tc
UL_RTOA_061567,32 < UL_RTOA  48,Tc
…,…,…
UL_RTOA_123128,985008 < UL_RTOA  985024,Tc
UL_RTOA_123129,985024 < UL_RTOA,Tc
