Reported Quantity Value,Measured Quantity Value,Unit
UL_RTOA_00000000,-985024 > UL_RTOA,Tc
UL_RTOA_00000001,-985024  UL_RTOA < -985023.875,Tc
UL_RTOA_00000002,-985023.875  UL_RTOA < -985023.75,Tc
,,…
UL_RTOA_07880192,-0.125  UL_RTOA < 0,Tc
UL_RTOA_07880193,0  UL_RTOA < 0.125,Tc
…,…,…
UL_RTOA_15760383,985023.75  UL_RTOA < 985023.875,Tc
UL_RTOA_15760384,985023.875  UL_RTOA < 985024,Tc
UL_RTOA_15760385,985024  UL_RTOA,Tc
