Reported Value,Measured Quantity Value,Unit
UL_RTOA_0000000,-985024 > UL_RTOA,Tc
UL_RTOA_0000001,-985024  UL_RTOA < -985023.5,Tc
UL_RTOA_0000002,-985023.5  UL_RTOA < -985023,Tc
,,…
UL_RTOA_1970048,-0.5  UL_RTOA < 0,Tc
UL_RTOA_1970049,0  UL_RTOA < 0.5,Tc
…,…,…
UL_RTOA_3940095,985023  UL_RTOA < 985023.5,Tc
UL_RTOA_3940096,985023.5  UL_RTOA < 985024,Tc
UL_RTOA_3940097,985024  UL_RTOA,Tc
