Reported Value,Measured Quantity Value,Unit
UL_RTOA_000000,-985024 > UL_RTOA,Tc
UL_RTOA_000001,-985024  UL_RTOA < -985020,Tc
UL_RTOA_000002,-985020  UL_RTOA < -985018,Tc
,,…
UL_RTOA_246255,-8  UL_RTOA < -4,Tc
UL_RTOA_246256,-4  UL_RTOA  0,Tc
UL_RTOA_246257,0 < UL_RTOA  4,Tc
UL_RTOA_246258,4 < UL_RTOA  8,Tc
UL_RTOA_246259,8 < UL_RTOA  12,Tc
…,…,…
UL_RTOA_492512,985020 < UL_RTOA  985024,Tc
UL_RTOA_492513,985024 < UL_RTOA,Tc
