Reported Value,Measured Quantity Value,Unit
RX-TX_0000,-985024 > RX-TX,Tc
RX-TX_0001,-985024  RX-TX < -985016,Tc
RX-TX_0002,-985016  RX-TX < -985008,Tc
,,…
RX-TX_123127,-16  RX-TX < -8,Tc
RX-TX_123128,-8  RX-TX  0,Tc
RX-TX_123129,0 < RX-TX  8,Tc
RX-TX_123130,8 < RX-TX  16,Tc
RX-TX_123131,16 < RX-TX  24,Tc
…,…,…
RX-TX_246256,985016 < RX-TX  985024,Tc
RX-TX_246257,985024 < RX-TX,Tc
