Reported Value,Measured Quantity Value,Unit
RX-TX_0000000,-985024 > RX-TX,Tc
RX-TX_0000001,-985024  RX-TX < -985023,Tc
RX-TX_0000002,-985023  RX-TX < -985022,Tc
,,…
RX-TX_0985023,-2  RX-TX < -1,Tc
RX-TX_0985024,-1  RX-TX  0,Tc
RX-TX_0985025,0 < RX-TX  1,Tc
RX-TX_0985026,1 < RX-TX  2,Tc
RX-TX_0985027,2 < RX-TX  3,Tc
…,…,…
RX-TX_1970048,985023 < RX-TX  985024,Tc
RX-TX_1970049,985024 < RX-TX,Tc
