Parameter,Unit,Value,Comment
E-UTRA RF Channel Number,,1,UL carrier frequency
Channel Bandwidth (BWchannel),MHz,5 or 10,According to principle defined in clause A.3.12.3
ProSe Direct Communication configuration,,As specified in Table A.3.12.5-1 (Configuration #1),IE values unless specified otherwise in this test.
Active Sidelink UEs ConfigurationNote 1,,PCP.1.FDDAs specified in Table A.3.12.8.1-1,Transmitting ProSe Direct Communication (PSCCH + PSSCH)
Note 1:This test is according to the principle defined in section A.3.12.3.,,,
