Parameter,Unit,Cell 1,,Cell 2,
,,Test 1,Test 2,Test 1,Test 2
E-UTRA RF Channel Number,,1,1,2,2
Channel Bandwidth (BWchannel),MHz,10,10,10,10
Active PCell,,Cell 1,Cell 1,,
Active SCell,,,,Cell 2,Cell 2
TAG configuration,,pTAG,pTAG,sTAG,sTAG
DRX cycle,ms,OFF,80Note5,OFF,80Note5
PDCCH/PCFICH/PHICH Reference measurement channelNote1,,R.6 FDD,R.6 FDD,R.6 FDD,R.6 FDD
OCNG PatternNote2,,OP.2 FDD,OP.2 FDD,OP.2 FDD,OP.2 FDD
PBCH_RA,dB,0,0,0,0
PBCH_RB,,,,,
PSS_RA,,,,,
SSS_RA,,,,,
PCFICH_RB,,,,,
PHICH_RA,,,,,
PHICH_RB,,,,,
PDCCH_RA,,,,,
PDCCH_RB,,,,,
OCNG_RANote3,,,,,
OCNG_RBNote3,,,,,
,dBm/15 kHz,-98,-98,-98,-98
,dB,3,3,3,3
,dB,3,3,3,3
IoNote4,dBm/9 MHz,-65.5,-65.5,-65.5,-65.5
Propagation condition,-,AWGN,AWGN,AWGN,AWGN
"Note 1:For the reference measurement channels, see clause A.3.1.Note 2:For the OCNG pattern, see clause A.3.2.Note 3:OCNG shall be used such that both cells are fully allocated and a constant total transmitted power spectral density is achieved for all OFDM symbols. Note 4:Io level has been derived from other parameters for information purpose. It is not a settable parameter.Note 5:DRX related parameters are defined in Table A.7.1.6.1-3.",,,,,
