Parameter,,Unit,Value,Comment
PCFICH/PDCCH/PHICH parameters,,,R.12 FDD,As specified in clause A.3.1.2.1. None of the PDCCH are intended for the UE under test
E-UTRA Channel Bandwidth (BWchannel),,MHz,5,
In sync transmission parameters (Note 1),Number of Control OFDM symbols,,3,In sync threshold Qin and the corresponding hypothetical PDCCH/PCFICH transmission parameters are as specified in clause and Table 7.6.1-2 respectively.
Out of sync transmission parameters (Note 1),Number of Control OFDM symbols,,3,Out of sync threshold Qout and the corresponding hypothetical PDCCH/PCFICH transmission parameters are as specified in clause 7.6.1 and Table 7.6.1-1 respectively.
Note 1:See Table A.7.3.2.1-1 for other general test parameters.Note 2:This test is performed according to the principle defined in section A.3.7.2,,,,
