Parameter,Unit,Value,Comment
E-UTRA RF Channel Number,,1,UL carrier frequency
Channel Bandwidth (BWchannel),MHz,5,
ProSe Direct Communication resource pool configuration,,As specified in Table A.3.12.5-1(Configuration #1),IE values unless specified otherwise in this test.
commRxPool/sc-TFResourceConfig/subframeBitmap,,0000001100000000000000000000000000000000,To avoid collision with discovery resource pool
commTxPoolNormalCommon/sc-TFResourceConfig/subframeBitmap,,0000001100000000000000000000000000000000,
commTxAllowRelayCommon,,true,Configured in SIB18
Note 1:This test is according to the principle defined in section A.3.12.3.,,,
