Parameter,Unit,Value,Comment
PDSCH parameters,,DL Reference Measurement Channel R.3 TDD,As specified in clause A.3.1.1.2
PCFICH/PDCCH/PHICH parameters,,DL Reference Measurement Channel R.10 TDD,As specified in clause A.3.1.2.2
