Parameter,Unit,Value,Comment
E-UTRA RF Channel Number,,"1, 2",Two radio channels are used for this test
Active Cell,,"Cell 1, Cell 2","Cell 1 is PCell on E-UTRA RF channel number 1, and cell 2 is PSCell on E-UTRA RF channel number 2"
CP length,,Normal,
DRX on Cell1,,OFF,
DRX on Cell2,ms,320,
Filter coefficient,,0,L3 filtering is not used
T1,s,5,
Note 1:Even a UE capable of both synchronous and asynchronous DC operations is required to pass this test case in accordance with the principle defined in section A.3.11.,,,
