Parameter,Unit,Value,Comment
PDSCH parameters,,DL Reference Measurement Channel for TDD slot duration TTI: R6 TDD;,As specified in clause A.3.1.1.1
PCFICH/PDCCH/PHICH parameters,,DL Reference Measurement Channel R.6 TDD,As specified in clause A.3.1.2.1
Timing Advance Command (TA) value,,39,NTA = 128
DRX,,OFF,
T1,s,5,
T2,s,5,
