Field,,Value,,Comment
,,Test 2,Test 4,
onDurationTimer,,psf1,psf1,
drx-InactivityTimer,,psf1,psf1,
drx-RetransmissionTimer,,psf1,psf1,
longDRX-CycleStartOffset,,sf80,Sf640,
shortDRX,,disable,disable,
Note:For further information see clause 6.3.2 in TS 36.331.,,,,
