Parameter,Unit,Value,Comment
PDSCH parameters,,For Cell 1: DL Reference Measurement Channel R.3 TDDFor Cell 2: DL Reference Measurement Channel R.0 TDD,As specified in clause A.3.1.1.2
PCFICH/PDCCH/PHICH parameters,,For Cell 1: DL Reference Measurement Channel R.10 TDD For Cell 2: DL Reference Measurement Channel R.6 TDD,As specified in clause A.3.1.2.2
